,690K,,729K,,742K,,761K,,777K,,797K,,815K,,840K,,867K,,893K
12.034,48.861,5.7457,68.933,4.429,67.88,4.1075,67.395,4.2168,59.427,4.2112,54.611,3.0022,52.024,3.8917,50.313,3.4093,49.913,2.6999,49.977
12.1,48.858,5.7457,68.934,4.4296,67.9,4.1157,67.784,4.287,59.758,4.2547,54.643,3.0238,52.025,3.9038,50.314,3.4546,49.918,2.7057,49.98
12.104,48.857,5.7458,68.935,4.4315,67.964,4.124,68.221,4.3653,60.189,4.3002,54.677,3.0998,52.029,3.9414,50.319,3.5,49.923,2.7529,50.004
12.142,48.848,5.7459,68.939,4.4351,68.089,4.1364,69.001,4.4001,60.408,4.3087,54.684,3.1011,52.03,4,50.327,3.502,49.923,2.8001,50.03
12.2,48.834,5.746,68.945,4.4419,68.34,4.1461,69.748,4.4065,60.451,4.3737,54.738,3.1154,52.033,4.0044,50.327,3.5205,49.922,2.803,50.032
12.208,48.833,5.7466,68.965,4.4542,68.847,4.1523,70.316,4.4385,60.676,4.4013,54.761,3.1842,52.048,4.0382,50.329,3.6064,49.919,2.8232,50.048
12.272,48.829,5.7483,69.027,4.4695,69.608,4.1569,70.802,4.4735,60.947,4.4197,54.778,3.2048,52.053,4.183,50.334,3.7,49.916,2.8996,50.109
12.3,48.828,5.7516,69.15,4.4789,70.174,4.1605,71.215,4.5,61.173,4.5,54.854,3.2455,52.06,4.2022,50.335,3.7017,49.917,2.9003,50.109
12.314,48.829,5.7583,69.412,4.4856,70.631,4.1637,71.63,4.5072,61.237,4.6,54.953,3.3997,52.089,4.2305,50.338,3.7169,49.919,2.9047,50.112
12.399,48.836,5.7686,69.864,4.492,71.136,4.1671,72.119,4.5408,61.56,4.6017,54.955,3.4006,52.089,4.3,50.346,3.784,49.931,2.9295,50.126
12.5,48.845,5.7759,70.225,4.5,71.875,4.1758,73.654,4.6,62.242,4.6155,54.973,3.4094,52.093,4.3049,50.347,3.9001,49.953,2.9999,50.17
12.513,48.845,5.7823,70.571,4.5015,72.025,4.1808,74.819,4.6024,62.274,4.6728,55.046,3.4471,52.111,4.3472,50.354,3.9073,49.954,3,50.17
12.6,48.847,5.7886,70.953,4.5092,72.932,4.1838,75.64,4.6265,62.612,4.7017,55.083,3.5,52.136,4.4009,50.363,3.9615,49.962,3.0026,50.172
12.611,48.847,5.795,71.381,4.5144,73.67,4.186,76.347,4.6727,63.397,4.7175,55.1,3.5,52.136,4.4143,50.364,4,49.968,3.0237,50.183
12.7,48.846,5.8,71.761,4.5179,74.242,4.188,77.067,4.7004,63.993,4.7852,55.177,3.5013,52.136,4.4751,50.368,4.0066,49.968,3.0998,50.227
12.702,48.846,5.8009,71.829,4.523,75.241,4.1898,77.791,4.7183,64.454,4.8005,55.194,3.5157,52.14,4.5,50.37,4.0603,49.974,3.1014,50.228
12.736,48.842,5.8071,72.367,4.5263,75.998,4.1917,78.595,4.7186,64.462,4.8086,55.203,3.5732,52.155,4.6,50.378,4.1001,49.979,3.1126,50.236
12.8,48.835,5.8133,72.973,4.5287,76.627,4.1932,79.331,4.7186,64.462,4.8573,55.253,3.6012,52.162,4.6024,50.379,4.1021,49.98,3.1787,50.288
12.811,48.835,5.8208,73.879,4.5309,77.293,4.1945,80.005,4.7186,64.462,5,55.411,3.6207,52.167,4.6212,50.385,4.1163,49.987,3.2001,50.306
12.898,48.832,5.826,74.63,4.5343,78.487,4.1962,80.979,4.7186,64.462,5.1003,55.534,3.6997,52.184,4.6976,50.409,4.1702,50.014,3.2023,50.309
12.901,48.832,5.8294,75.21,4.5369,79.527,4.1977,81.913,4.7187,64.464,5.1078,55.544,3.7044,52.185,4.7009,50.41,4.2002,50.029,3.2132,50.323
12.932,48.833,5.8351,76.352,4.5384,80.24,4.1991,82.819,4.7188,64.468,5.1487,55.602,3.7433,52.196,4.7153,50.413,4.2053,50.03,3.2609,50.386
13,48.836,5.8386,77.225,4.5396,80.861,4.2001,83.485,4.7191,64.475,5.2004,55.678,3.8001,52.212,4.7901,50.429,4.2339,50.04,3.3002,50.44
13.01,48.837,5.8409,77.887,4.5407,81.454,4.201,84.132,4.7203,64.51,5.2052,55.684,3.8046,52.213,4.9995,50.477,4.3001,50.063,3.3047,50.446
13.132,48.848,5.843,78.563,4.5416,82.001,4.202,84.897,4.7229,64.583,5.2365,55.727,3.8372,52.219,5,50.477,4.3021,50.063,3.3396,50.492
13.201,48.854,5.845,79.289,4.5426,82.574,4.2031,85.673,4.7279,64.732,5.3001,55.818,3.9006,52.231,5.0025,50.477,4.3178,50.064,3.4,50.575
13.247,48.857,5.8466,79.94,4.5434,83.123,4.204,86.302,4.7378,65.044,5.3027,55.823,3.915,52.234,5.0258,50.481,4.3766,50.068,3.4005,50.575
13.301,48.86,5.8481,80.625,4.5442,83.697,4.2046,86.765,4.7482,65.414,5.3192,55.852,3.9997,52.255,5.1,50.491,4.4004,50.07,3.4061,50.581
13.342,48.862,5.8495,81.337,4.5452,84.379,4.2058,87.635,4.7557,65.707,5.3854,55.973,4,52.255,5.1013,50.491,4.4074,50.072,3.4317,50.608
13.4,48.864,5.8511,82.197,4.5464,85.262,4.2074,88.789,4.7624,65.996,5.4014,56.004,4.0025,52.256,5.1152,50.496,4.4433,50.082,3.4999,50.686
13.413,48.865,5.8534,83.608,4.5475,86.12,4.2085,89.579,4.7692,66.312,5.4145,56.031,4.0256,52.265,5.1743,50.515,4.5,50.098,3.5,50.686
13.499,48.875,5.8546,84.464,4.5485,86.915,4.2094,90.236,4.776,66.661,5.4842,56.183,4.0999,52.292,5.3003,50.556,4.5027,50.098,3.5054,50.692
13.501,48.875,5.8555,85.173,4.5496,87.866,4.2112,91.654,4.7884,67.404,5.5,56.219,4.1083,52.295,5.3112,50.56,4.5207,50.1,3.5502,50.745
13.52,48.872,5.8563,85.796,4.5508,88.833,4.2114,91.773,4.8037,68.592,5.5017,56.222,4.1667,52.314,5.3768,50.579,4.5999,50.111,3.6001,50.808
13.6,48.862,5.857,86.351,4.5516,89.466,4.2119,92.149,4.8113,69.358,5.515,56.248,4.2013,52.326,5.4031,50.587,4.6034,50.112,3.6029,50.812
13.608,48.862,5.8577,86.926,4.5527,90.32,4.2125,92.618,4.8161,69.92,5.5662,56.353,4.2222,52.334,5.4315,50.597,4.6275,50.118,3.6243,50.843
13.692,48.855,5.859,88.008,4.5543,91.595,4.2129,92.967,4.824,71.049,5.6005,56.426,4.3,52.365,5.5,50.622,4.7,50.139,3.6999,50.962
13.701,48.854,5.8601,88.919,4.5553,92.333,4.2133,93.268,4.8291,71.951,5.6098,56.446,4.3017,52.366,5.5014,50.623,4.7009,50.139,3.7008,50.964
13.713,48.857,5.8613,90.038,4.556,92.887,4.2135,93.454,4.8321,72.573,5.6721,56.585,4.3131,52.368,5.5173,50.626,4.7107,50.145,3.7068,50.975
13.779,48.873,5.8625,91.012,4.5566,93.378,4.2137,93.603,4.8346,73.172,5.8,56.909,4.3652,52.378,5.5834,50.64,4.7506,50.166,3.7438,51.046
13.801,48.879,5.8636,92.001,4.5571,93.797,4.2139,93.76,4.8369,73.756,5.8039,56.92,4.4001,52.385,5.6012,50.644,4.8,50.194,3.8001,51.162
13.824,48.881,5.8649,93.069,4.5576,94.197,4.214,93.838,4.8396,74.571,5.8346,57.009,4.4042,52.386,5.6199,50.647,4.8027,50.195,3.8033,51.168
13.9,48.89,5.8657,93.725,4.5587,95.103,4.2143,94.101,4.8432,75.787,5.9627,57.427,4.4327,52.397,5.7,50.662,4.8228,50.205,3.8036,51.169
13.907,48.891,5.8667,94.527,4.5593,95.548,4.2143,94.101,4.8453,76.62,6,57.567,4.5,52.422,5.7005,50.662,4.8999,50.242,3.8049,51.172
13.976,48.904,5.8682,95.753,4.5595,95.756,4.2143,94.101,4.8468,77.272,6.0841,57.919,4.5,52.422,5.7073,50.665,4.9058,50.245,3.8217,51.206
14,48.909,5.8684,95.907,4.5597,95.941,4.2143,94.114,4.8481,77.919,6.1004,57.994,4.5022,52.423,5.7376,50.681,4.9389,50.263,3.8414,51.248
14.01,48.911,5.8689,96.301,4.5599,96.111,4.2144,94.236,4.8494,78.561,6.1064,58.024,4.521,52.434,5.8003,50.715,5,50.299,3.8824,51.339
14.1,48.926,5.8693,96.661,4.5601,96.281,4.2148,94.555,4.8507,79.244,6.1408,58.2,4.599,52.477,5.8075,50.718,5.0042,50.302,3.902,51.385
14.105,48.926,5.8697,97.045,4.5604,96.491,4.2153,94.964,4.8518,79.87,6.2217,58.671,4.6006,52.478,5.8535,50.738,5.0414,50.327,3.9231,51.434
14.149,48.928,5.87,97.285,4.5604,96.547,4.2157,95.373,4.8527,80.418,6.2857,59.12,4.6096,52.482,6,50.805,5.1002,50.367,4,51.632
14.2,48.93,5.8702,97.46,4.5604,96.547,4.2162,95.776,4.8536,80.971,6.3003,59.235,4.6599,52.502,6.1013,50.854,5.1078,50.372,4.1001,51.937
14.214,48.929,5.8704,97.604,4.5604,96.55,4.2166,96.218,4.8544,81.495,6.3047,59.27,4.8,52.562,6.1183,50.861,5.166,50.411,4.1032,51.948
14.299,48.927,5.8706,97.745,4.5605,96.595,4.218,97.573,4.8553,82.024,6.337,59.544,4.8038,52.564,6.1989,50.893,5.2005,50.435,4.1302,52.045
14.311,48.928,5.8706,97.753,4.5607,96.809,4.2189,98.456,4.856,82.475,6.4032,60.216,4.8395,52.582,6.2011,50.894,5.2092,50.44,4.1999,52.327
14.4,48.93,5.8708,97.961,4.5611,97.143,4.2195,99.11,4.8566,82.921,6.4345,60.606,4.901,52.613,6.2142,50.902,5.2538,50.467,4.2007,52.33
14.401,48.93,5.8709,98.042,4.5615,97.508,4.2199,99.562,4.858,83.868,6.4612,60.989,4.9205,52.622,6.2758,50.939,5.3794,50.549,4.2074,52.357
14.416,48.934,5.8709,98.042,4.5619,97.88,4.2206,100.27,4.86,85.21,6.4807,61.307,5,52.66,6.3013,50.954,5.4005,50.564,4.2397,52.496
14.495,48.954,5.8709,98.045,4.5623,98.246,4.2215,101.32,4.8612,86.032,6.4965,61.592,5,52.66,6.3218,50.966,5.4088,50.571,4.3,52.792
14.7,49.01,5.8709,98.092,4.5631,98.982,4.2215,101.39,4.862,86.564,6.5,61.66,5.0028,52.661,6.4003,51.011,5.4497,50.605,4.3013,52.799
14.712,49.013,5.8712,98.312,4.5637,99.666,4.222,101.96,4.8627,87.031,6.5019,61.697,5.026,52.67,6.4054,51.014,5.5,50.649,4.3128,52.864
14.8,49.036,5.8716,98.654,4.5642,100.11,4.2229,103.13,4.8633,87.464,6.517,62.016,5.1306,52.711,6.4381,51.037,5.6001,50.743,4.3586,53.148
14.801,49.036,5.872,99.029,4.5646,100.53,4.2237,104.07,4.8639,87.889,6.5339,62.417,5.2001,52.74,6.5,51.082,5.6051,50.748,4.3995,53.441
14.813,49.036,5.8724,99.411,4.5649,100.9,4.2242,104.79,4.8654,88.937,6.5339,62.417,5.2025,52.742,6.5043,51.085,5.647,50.788,4.4004,53.448
14.877,49.035,5.8728,99.787,4.5653,101.33,4.2247,105.54,4.8665,89.75,6.5339,62.417,5.2212,52.755,6.5456,51.118,5.7,50.84,4.4044,53.481
14.901,49.035,5.8731,100.14,4.5654,101.4,4.2252,106.15,4.8673,90.302,6.5339,62.417,5.294,52.807,6.6,51.163,5.7031,50.844,4.4263,53.669
14.919,49.037,5.8735,100.49,4.566,102.04,4.2256,106.74,4.8677,90.665,6.5339,62.418,5.4001,52.886,6.6024,51.165,5.7281,50.873,4.4889,54.312
15,49.047,5.8742,101.17,4.5665,102.66,4.226,107.31,4.868,90.854,6.534,62.421,5.4036,52.889,6.6094,51.169,5.84,51.01,4.5,54.447
15,49.047,5.8743,101.33,4.5669,103.09,4.2264,107.89,4.8682,91.021,6.5342,62.425,5.4287,52.904,6.6173,51.174,5.9005,51.091,4.5007,54.455
15.001,49.048,5.8745,101.53,4.5672,103.44,4.2267,108.48,4.8684,91.215,6.5348,62.442,5.5,52.948,6.6868,51.222,5.9076,51.101,4.5067,54.53
15.016,49.054,5.8751,102.14,4.5675,103.82,4.2271,109.09,4.8687,91.453,6.5369,62.495,5.5,52.948,6.7011,51.232,5.9515,51.168,4.523,54.745
15.089,49.085,5.8756,102.71,4.5689,105.47,4.2283,110.95,4.869,91.692,6.5405,62.59,5.502,52.949,6.7156,51.243,5.9519,51.169,4.523,54.745
15.102,49.09,5.8761,103.27,4.5698,106.62,4.2291,112.5,4.8691,91.762,6.5454,62.725,5.5211,52.958,6.7995,51.308,5.9528,51.171,4.523,54.745
15.147,49.108,5.8766,103.78,4.5704,107.45,4.2296,113.42,4.8691,91.762,6.5503,62.867,5.5999,52.997,6.801,51.309,5.9999,51.246,4.523,54.746
15.2,49.13,5.8771,104.31,4.5709,108.15,4.2299,114.03,4.8691,91.77,6.5627,63.253,5.6009,52.997,6.8128,51.317,6,51.246,4.5231,54.746
15.207,49.132,5.8775,104.86,4.5713,108.75,4.2305,115.08,4.8692,91.849,6.5894,64.289,5.6115,53.004,6.8676,51.353,6.0023,51.25,4.5232,54.747
15.259,49.147,5.8779,105.34,4.5716,109.21,4.2309,116.06,4.8695,92.102,6.6001,64.816,5.6606,53.038,7,51.445,6.0191,51.274,4.5233,54.75
15.301,49.159,5.8783,105.81,4.5726,110.62,4.2316,117.53,4.87,92.522,6.6038,65.014,5.7002,53.066,7,51.445,6.0916,51.387,4.5239,54.758
15.322,49.165,5.879,106.61,4.5733,111.71,4.232,118.54,4.8704,92.855,6.6155,65.746,5.7044,53.07,7.0009,51.446,6.2,51.574,4.5261,54.789
15.4,49.187,5.8796,107.35,4.5738,112.55,4.2323,119.37,4.8707,93.117,6.6219,66.216,5.7254,53.092,7.0107,51.456,6.2018,51.578,4.5298,54.841
15.411,49.191,5.8801,107.98,4.5743,113.28,4.2331,121.38,4.871,93.411,6.6277,66.692,5.8,53.172,7.0514,51.498,6.2147,51.604,4.5353,54.922
15.489,49.221,5.8808,108.9,4.5746,113.86,4.2337,123.19,4.8713,93.658,6.6326,67.151,5.802,53.174,7.1001,51.549,6.2786,51.741,4.5416,55.018
15.504,49.226,5.8819,110.49,4.5749,114.32,4.2341,124.44,4.8718,94.141,6.6371,67.626,5.8201,53.191,7.105,51.554,6.3001,51.79,4.5595,55.314
15.561,49.247,5.8827,111.62,4.5751,114.81,4.2344,125.41,4.8734,95.745,6.6416,68.163,5.8994,53.266,7.1374,51.586,6.3033,51.796,4.5948,56.034
15.6,49.262,5.8836,113,4.5761,116.55,4.2346,126.19,4.8746,96.956,6.6453,68.655,5.9003,53.267,7.2853,51.739,6.3236,51.838,4.6003,56.166
15.609,49.264,5.8845,114.36,4.5766,117.46,4.2351,128.08,4.8754,97.794,6.649,69.227,5.906,53.27,7.3019,51.757,6.3991,52.006,4.6036,56.248
15.678,49.284,5.8851,115.44,4.5768,118.03,4.2355,130.07,4.8758,98.33,6.6525,69.825,5.9322,53.288,7.321,51.777,6.4029,52.016,4.6204,56.716
15.702,49.292,5.8856,116.24,4.5772,118.79,4.2356,130.57,4.8763,98.856,6.6552,70.34,6,53.334,7.3786,51.836,6.4301,52.083,4.6348,57.189
15.721,49.301,5.886,116.89,4.5775,119.47,4.2357,130.89,4.8767,99.321,6.6578,70.881,6,53.334,7.4006,51.859,6.5,52.269,4.6448,57.575
15.822,49.353,5.8863,117.47,4.578,120.49,4.2358,131.23,4.877,99.677,6.6605,71.514,6.003,53.336,7.4121,51.873,6.5759,52.497,4.6516,57.872
15.901,49.396,5.8868,118.35,4.5785,121.74,4.236,132.08,4.8773,100.07,6.6647,72.685,6.0276,53.356,7.4913,51.966,6.6003,52.577,4.6583,58.199
15.921,49.406,5.8874,119.54,4.5789,122.75,4.2362,133.23,4.8783,101.32,6.6669,73.392,6.1,53.417,7.5,51.977,6.6052,52.595,4.6683,58.754
15.999,49.447,5.8878,120.36,4.5793,123.68,4.2364,134.05,4.8783,101.36,6.6688,74.069,6.1011,53.418,7.5026,51.98,6.6344,52.702,4.6753,59.218
16,49.447,5.8881,121.04,4.5796,124.51,4.2366,135.41,4.8787,101.79,6.6715,75.173,6.1134,53.432,7.5255,52.011,6.7479,53.179,4.6853,60.01
16.006,49.449,5.8884,121.68,4.5799,125.34,4.2368,136.54,4.8799,103.39,6.6733,75.963,6.1634,53.487,7.6,52.116,6.8002,53.442,4.6932,60.783
16.063,49.477,5.8887,122.34,4.5802,126.32,4.237,137.35,4.8809,104.92,6.6746,76.589,6.201,53.53,7.602,52.119,6.8039,53.461,4.6971,61.25
16.1,49.496,5.8891,123.31,4.5807,128.02,4.2373,138.88,4.8816,105.94,6.676,77.284,6.213,53.546,7.6218,52.145,6.8272,53.584,4.6999,61.617
16.117,49.505,5.8897,124.71,4.5813,130.01,4.2375,139.8,4.8822,107,6.6772,77.968,6.279,53.632,7.699,52.254,6.8889,53.953,4.7006,61.703
16.2,49.556,5.8901,125.66,4.5817,131.38,4.2377,140.83,4.8837,109.53,6.6784,78.616,6.3005,53.66,7.705,52.263,6.9004,54.029,4.7056,62.482
16.209,49.562,5.8904,126.44,4.5821,132.94,4.2379,141.65,4.8845,111,6.6794,79.191,6.3076,53.668,7.7447,52.325,6.9058,54.067,4.7117,63.634
16.297,49.623,5.8907,127.15,4.5823,134.02,4.238,142.14,4.8849,111.74,6.6803,79.738,6.3451,53.709,7.8004,52.415,6.9385,54.311,4.7151,64.426
16.305,49.629,5.891,128.14,4.5825,134.99,4.2381,142.51,4.8852,112.36,6.6811,80.212,6.4,53.771,7.8068,52.427,6.9862,54.72,4.7173,65.022
16.351,49.66,5.8912,128.9,4.583,137.08,4.2382,142.81,4.8861,114.42,6.6817,80.609,6.4023,53.773,7.855,52.515,7,54.853,4.7192,65.582
16.4,49.694,5.8914,129.41,4.5832,138.22,4.2384,143.41,4.8862,114.58,6.6824,81.01,6.4196,53.79,7.9002,52.602,7.0285,55.155,4.7223,66.612
16.407,49.7,5.8916,129.93,4.5834,139.2,4.2387,144.01,4.8864,115.12,6.683,81.374,6.4965,53.871,7.9074,52.617,7.0495,55.403,4.7246,67.481
16.45,49.742,5.8917,130.46,4.5836,140.07,4.2388,144.3,4.8867,115.73,6.6835,81.718,6.5,53.874,7.9617,52.73,7.067,55.631,4.7274,68.655
16.5,49.791,5.8919,131.12,4.5837,140.73,4.239,144.5,4.8869,116.37,6.6853,82.807,6.5009,53.876,8,52.814,7.0998,56.125,4.7294,69.582
16.508,49.799,5.8922,131.99,4.5838,141.32,4.2393,145,4.8871,117,6.6864,83.494,6.5108,53.889,8.0016,52.817,7.1004,56.135,4.7306,70.223
16.592,49.884,5.8924,132.64,4.584,142.08,4.2395,145.21,4.8874,117.74,6.6883,84.734,6.5556,53.952,8.0162,52.848,7.1023,56.166,4.7316,70.734
16.601,49.893,5.8925,133.29,4.5844,143.75,4.2397,145.32,4.8882,120.08,6.6896,85.599,6.6002,54.016,8.0832,52.994,7.1023,56.166,4.7325,71.176
16.612,49.904,5.8927,133.93,4.5847,144.72,4.2398,145.42,4.8887,121.75,6.6904,86.179,6.6044,54.023,8.1004,53.033,7.1023,56.166,4.7332,71.549
16.675,49.961,5.8928,134.42,4.5848,145.26,4.2399,145.5,4.889,122.71,6.6912,86.681,6.6318,54.069,8.1069,53.047,7.1023,56.166,4.7342,72.097
16.861,50.155,5.8929,134.85,4.585,145.61,4.24,145.6,4.8892,123.48,6.6919,87.174,6.7001,54.186,8.1432,53.128,7.1024,56.167,4.7353,72.747
16.9,50.202,5.893,135.24,4.585,145.87,4.2404,145.82,4.8895,124.58,6.6924,87.529,6.7061,54.197,8.2,53.262,7.1025,56.169,4.7362,73.24
16.908,50.213,5.8932,135.9,4.5851,146.09,4.2408,145.98,4.8896,125.31,6.6929,87.963,6.7494,54.273,8.2043,53.273,7.1028,56.174,4.7377,74.109
16.961,50.284,5.8936,137.68,4.5854,146.64,4.2411,146.06,4.89,127.1,6.6933,88.23,6.8012,54.368,8.2421,53.371,7.104,56.194,4.7387,74.729
17,50.34,5.894,139.3,4.5857,147.09,4.2416,146.2,4.8904,128.88,6.6935,88.408,6.8201,54.402,8.3,53.533,7.1066,56.239,4.7395,75.233
17.007,50.351,5.8942,140.32,4.5858,147.28,4.242,146.28,4.8906,129.76,6.6937,88.578,6.9,54.556,8.3015,53.538,7.1102,56.299,4.7401,75.618
17.074,50.45,5.8944,141.55,4.5859,147.41,4.2424,146.34,4.8907,130.5,6.694,88.779,6.9029,54.562,8.3156,53.582,7.1149,56.383,4.7408,76.039
17.2,50.662,5.8947,142.51,4.5862,147.68,4.2429,146.41,4.8909,131.23,6.6941,88.894,6.9309,54.621,8.3791,53.793,7.1276,56.625,4.742,76.871
17.215,50.69,5.8948,143.25,4.5865,147.98,4.2432,146.45,4.891,131.97,6.6941,88.894,7,54.773,8.4003,53.868,7.1413,56.91,4.7425,77.196
17.303,50.867,5.895,144.05,4.5867,148.09,4.2435,146.48,4.8911,132.65,6.6941,88.896,7.0037,54.781,8.4055,53.888,7.1527,57.176,4.7428,77.426
17.4,51.091,5.8952,144.74,4.5868,148.17,4.2442,146.53,4.8913,133.63,6.6942,88.925,7.0365,54.856,8.4383,54.018,7.1641,57.47,4.7431,77.645
17.401,51.094,5.8953,145.28,4.5869,148.24,4.2447,146.57,4.8915,134.78,6.6945,89.14,7.1001,55.008,8.5,54.282,7.1742,57.758,4.7433,77.774
17.419,51.134,5.8954,145.71,4.5872,148.36,4.245,146.59,4.8916,135.59,6.6948,89.441,7.1036,55.016,8.501,54.286,7.1857,58.126,4.7435,77.866
17.493,51.318,5.8956,146.17,4.5874,148.47,4.2458,146.63,4.8918,136.71,6.6952,89.748,7.1256,55.067,8.5093,54.322,7.2001,58.669,4.7436,78.019
17.6,51.627,5.896,147.18,4.5876,148.55,4.2467,146.66,4.892,137.53,6.6959,90.363,7.1999,55.25,8.5473,54.493,7.2022,58.756,4.7436,78.019
17.608,51.651,5.8961,147.56,4.5878,148.61,4.2475,146.69,4.8921,138.07,6.6964,90.75,7.202,55.255,8.6008,54.759,7.2139,59.298,4.7437,78.022
17.661,51.835,5.8962,147.66,4.588,148.65,4.2495,146.74,4.8922,138.49,6.6967,91.036,7.2219,55.309,8.6086,54.8,7.2231,59.805,4.7437,78.061
17.7,51.985,5.8963,147.87,4.5882,148.72,4.2516,146.77,4.8923,138.85,6.6975,91.795,7.3,55.535,8.6555,55.062,7.2299,60.234,4.744,78.282
17.713,52.035,5.8964,148.11,4.5891,148.88,4.2529,146.79,4.8924,139.19,6.6988,93.019,7.3042,55.547,8.6999,55.345,7.2354,60.625,4.7443,78.521
17.764,52.255,5.8965,148.32,4.5897,148.97,4.2537,146.8,4.8925,139.5,6.6996,93.861,7.34,55.658,8.7022,55.36,7.2409,61.064,4.7449,78.964
17.8,52.426,5.8966,148.5,4.5901,149.01,4.2545,146.81,4.8925,139.83,6.7001,94.415,7.4,55.86,8.7261,55.53,7.2474,61.663,4.7458,79.722
17.802,52.435,5.8968,148.65,4.5908,149.07,4.2555,146.82,4.8927,140.22,6.7006,94.863,7.4022,55.868,8.7913,56.071,7.2533,62.308,4.7477,81.398
17.819,52.518,5.897,148.95,4.5918,149.15,4.258,146.84,4.8928,140.61,6.701,95.323,7.4212,55.939,8.8002,56.155,7.2587,62.988,4.7493,83.03
17.871,52.785,5.8973,149.2,4.5925,149.19,4.2606,146.85,4.893,141.22,6.7017,96.179,7.5,56.261,8.8045,56.197,7.2623,63.529,4.7503,84.088
17.9,52.952,5.8975,149.39,4.5931,149.21,4.2631,146.86,4.8933,141.69,6.7022,96.794,7.6001,56.751,8.8312,56.48,7.2654,64.047,4.7507,84.566
17.901,52.957,5.8977,149.49,4.5935,149.23,4.2651,146.87,4.8935,142.04,6.7028,97.496,7.6041,56.774,8.8759,57.033,7.2685,64.623,4.7512,85.074
17.912,53.028,5.8979,149.59,4.5939,149.24,4.269,146.89,4.8935,142.1,6.7041,99.069,7.6422,56.997,8.8999,57.388,7.2713,65.209,4.7516,85.558
17.958,53.334,5.898,149.68,4.5943,149.25,4.2749,146.9,4.8936,142.2,6.7042,99.308,7.7054,57.419,8.9012,57.408,7.274,65.853,4.7521,86.189
17.999,53.641,5.8982,149.75,4.5946,149.26,4.2788,146.91,4.8937,142.29,6.7045,99.636,7.7599,57.853,8.9171,57.674,7.276,66.378,4.7534,87.932
18,53.65,5.8983,149.82,4.5952,149.28,4.2839,146.92,4.8937,142.38,6.7054,100.94,7.8111,58.341,8.9355,58.017,7.2783,67.055,4.754,88.945
18.003,53.672,5.8985,149.87,4.5971,149.32,4.2916,146.93,4.8938,142.46,6.7057,101.34,7.8427,58.697,8.9355,58.017,7.2807,67.826,4.7547,90.033
18.027,53.868,5.8987,149.96,4.5995,149.36,4.2974,146.94,4.8939,142.58,6.7059,101.55,7.8665,59.001,8.9355,58.017,7.2833,68.768,4.7559,91.889
18.084,54.39,5.8991,150.07,4.6008,149.37,4.301,146.94,4.8942,142.8,6.7068,102.97,7.8881,59.309,8.9356,58.017,7.2859,69.848,4.7564,92.883
18.101,54.558,5.8994,150.14,4.602,149.38,4.3042,146.95,4.8944,142.92,6.7077,104.41,7.9012,59.514,8.9356,58.018,7.2874,70.478,4.7571,94.341
18.109,54.64,5.9,150.25,4.6046,149.4,4.3082,146.95,4.8947,143.1,6.7082,105.25,7.9158,59.764,8.9357,58.021,7.2893,71.406,4.7575,95.132
18.148,55.08,5.9005,150.33,4.6068,149.42,4.323,146.95,4.895,143.24,6.7088,106.46,7.952,60.498,8.936,58.026,7.2906,72.06,4.7578,95.716
18.2,55.746,5.901,150.39,4.6084,149.43,4.337,146.95,4.8952,143.34,6.7095,107.63,7.952,60.498,8.9371,58.048,7.2918,72.64,4.758,96.292
18.201,55.766,5.9013,150.43,4.6094,149.43,4.3474,146.95,4.8956,143.43,6.7098,108.29,7.952,60.498,8.9399,58.105,7.293,73.262,4.7583,96.848
18.214,55.95,5.9017,150.46,4.6105,149.44,4.3557,146.95,4.8958,143.5,6.7102,109.01,7.952,60.498,8.9447,58.205,7.2941,73.897,4.7585,97.403
18.239,56.325,5.9021,150.49,4.6115,149.44,4.3775,146.94,4.8965,143.63,6.7105,109.67,7.952,60.499,8.9536,58.4,7.2953,74.542,4.7588,98.148
18.263,56.724,5.9024,150.52,4.6124,149.45,4.3937,146.92,4.897,143.71,6.7107,110.21,7.9521,60.501,8.9635,58.634,7.2963,75.098,4.7591,98.871
18.286,57.127,5.9027,150.53,4.6142,149.45,4.4001,146.92,4.8974,143.76,6.7109,110.67,7.9523,60.505,8.9733,58.888,7.2975,75.756,4.7593,99.546
18.3,57.397,5.9031,150.56,4.619,149.47,4.4047,146.91,4.8977,143.79,6.7111,111.13,7.953,60.521,8.9832,59.167,7.2991,76.685,4.7597,100.87
18.303,57.453,5.9044,150.62,4.6225,149.48,4.4269,146.89,4.8979,143.81,6.7115,112.15,7.9549,60.566,8.9915,59.427,7.3002,77.402,4.7599,101.34
18.323,57.857,5.9056,150.66,4.6256,149.49,4.4552,146.86,4.8988,143.88,6.712,113.42,7.9583,60.648,8.998,59.644,7.301,77.854,4.7599,101.51
18.352,58.495,5.9062,150.68,4.6287,149.49,4.4729,146.84,4.8996,143.93,6.7125,114.6,7.9621,60.74,9,59.714,7.3022,78.641,4.7602,102.5
18.371,58.951,5.9068,150.69,4.6317,149.5,4.4836,146.83,4.9002,143.95,6.7128,115.51,7.9728,61.022,9.0035,59.841,7.3028,79.028,4.7604,103.31
18.385,59.303,5.9075,150.71,4.6352,149.51,4.5,146.81,4.9006,143.97,6.7131,116.39,7.9845,61.362,9.0216,60.599,7.3031,79.265,4.7606,103.83
18.397,59.648,5.9096,150.75,4.646,149.52,4.5032,146.81,4.9018,144,6.7133,117.15,7.9931,61.639,9.0347,61.285,7.3035,79.505,4.7608,104.56
